id,title,intro,poster,pubdate,url,rating,genres,star,comment,tags,star_time,card
34941536,宇宙探索编辑部,,https://dou.img.lithub.cc/movie/34941536.jpg,2023-04-01(中国大陆),https://movie.douban.com/subject/34941536/,8,"喜剧,科幻",1,无聊，欣赏不来,,2023-05-11 21:28:20,2021 / 中国大陆 / 喜剧 科幻 / 孔大山 / 杨皓宇 艾丽娅
3143676,林中小屋,,https://dou.img.lithub.cc/movie/3143676.jpg,2012-03-09(西南偏南电影节),https://movie.douban.com/subject/3143676/,7.6,恐怖,4,,,2023-05-09 00:15:25,2012 / 美国 / 恐怖 / 德鲁·戈达德 / 克里斯汀·康奈利 克里斯·海姆斯沃斯
35588177,漫长的季节,,https://dou.img.lithub.cc/movie/35588177.jpg,2023-04-22(中国大陆),https://movie.douban.com/subject/35588177/,9.4,"剧情,家庭,犯罪",5,,,2023-05-06 13:47:17,2023 / 中国大陆 / 剧情 家庭 犯罪 / 辛爽 / 范伟 秦昊
1998799,灌篮高手,,https://dou.img.lithub.cc/movie/1998799.jpg,1993-10-16(日本),https://movie.douban.com/subject/1998799/,9.7,"喜剧,动画,运动",4,第一次看，站在如今这个年纪看来还是更喜欢《强风吹拂》,,2023-04-26 13:40:40,1993 / 日本 / 喜剧 动画 运动 / 西泽信孝 角铜博之 志水淳儿 明比正行 又野弘道 中村哲治 吉泽孝男 有迫俊彦 竹之内和久 / 草尾毅 绿川光
35413042,怒呛人生 第一季,,https://dou.img.lithub.cc/movie/35413042.jpg,2023-04-06(美国),https://movie.douban.com/subject/35413042/,8.6,"剧情,喜剧",4,,,2023-04-24 22:36:08,2023 / 美国 / 剧情 喜剧 / 宮崎光代 杰克·施莱尔 李成真 / 史蒂文·元 黄阿丽
35739931,下一个素熙,,https://dou.img.lithub.cc/movie/35739931.jpg,2022-05-25(戛纳电影节),https://movie.douban.com/subject/35739931/,8.3,剧情,5,,,2023-04-15 00:16:23,2022 / 韩国 / 剧情 / 郑朱莉 / 金时恩 裴斗娜
25848328,最后生还者 第一季,,https://dou.img.lithub.cc/movie/25848328.jpg,2023-01-15(美国),https://movie.douban.com/subject/25848328/,9,"剧情,动作,科幻",5,,,2023-04-08 23:34:44,2023 / 美国 加拿大 / 剧情 动作 科幻 惊悚 恐怖 冒险 / 克雷格·麦辛 尼尔·德拉柯曼 彼得·霍尔 杰里米·韦布 亚斯米拉·日巴尼奇 丽萨·约翰逊 阿里·阿巴西 / 佩德罗·帕斯卡 贝拉·拉姆齐
30238385,强风吹拂,,https://dou.img.lithub.cc/movie/30238385.jpg,2018-10-02(日本),https://movie.douban.com/subject/30238385/,9.6,"动画,运动",5,别再问，跑下去。,,2023-04-08 20:42:24,2018 / 日本 / 动画 运动 / 野村和也 板津匡览 江副仁美 佐藤雅子 丝贺慎太郎 镰田祐辅 / 大塚刚央 丰永利行
36193784,黑暗荣耀 第二季,,https://dou.img.lithub.cc/movie/36193784.jpg,2023-03-10(韩国),https://movie.douban.com/subject/36193784/,9,"剧情,悬疑",5,,,2023-04-02 01:37:39,2023 / 韩国 / 剧情 悬疑 / 安吉镐 / 宋慧乔 李到晛
35314632,黑暗荣耀,,https://dou.img.lithub.cc/movie/35314632.jpg,2022-12-30(韩国),https://movie.douban.com/subject/35314632/,8.9,剧情,5,,,2023-04-02 01:37:28,2022 / 韩国 / 剧情 / 安吉镐 / 宋慧乔 李到晛
35465232,狂飙,,https://dou.img.lithub.cc/movie/35465232.jpg,2023-01-14(中国大陆),https://movie.douban.com/subject/35465232/,8.5,"剧情,犯罪",5,,,2023-02-01 23:49:14,2023 / 中国大陆 / 剧情 犯罪 / 徐纪周 / 张译 张颂文
35267208,流浪地球2,,https://dou.img.lithub.cc/movie/35267208.jpg,2023-01-22(中国大陆),https://movie.douban.com/subject/35267208/,8.3,"科幻,冒险,灾难",3,,,2023-01-30 12:58:32,2023 / 中国大陆 / 科幻 冒险 灾难 / 郭帆 / 吴京 刘德华
35766491,满江红,,https://dou.img.lithub.cc/movie/35766491.jpg,2023-01-22(中国大陆),https://movie.douban.com/subject/35766491/,7,"剧情,喜剧,悬疑",4,,,2023-01-30 12:58:15,2023 / 中国大陆 / 剧情 喜剧 悬疑 古装 / 张艺谋 / 沈腾 易烊千玺
